2.500000000000000000e-01 -3.797643400000000335e-01
3.499999999999999778e-01 -7.211833400000000616e-01
4.500000000000000111e-01 -1.199288339999999842e+00
5.500000000000000444e-01 -1.916976339999999945e+00
6.500000000000000222e-01 -2.465735339999999720e+00
7.500000000000000000e-01 -2.787438340000000014e+00
8.499999999999999778e-01 -3.180829339999999839e+00
9.499999999999999556e-01 -3.323960339999999736e+00
1.050000000000000044e+00 -3.494978339999999850e+00
1.149999999999999911e+00 -3.664752339999999720e+00
1.250000000000000000e+00 -3.657153339999999808e+00
1.350000000000000089e+00 -3.825014340000000068e+00
1.449999999999999956e+00 -3.809736339999999721e+00
1.550000000000000044e+00 -3.850172339999999860e+00
1.649999999999999911e+00 -3.936442339999999707e+00
1.750000000000000000e+00 -3.850003339999999774e+00
1.850000000000000089e+00 -3.960246339999999865e+00
1.949999999999999956e+00 -3.903883339999999702e+00
2.049999999999999822e+00 -3.908630339999999759e+00
2.149999999999999911e+00 -3.970909339999999954e+00
2.250000000000000000e+00 -3.862583340000000032e+00
2.350000000000000089e+00 -3.952982339999999706e+00
2.450000000000000178e+00 -3.878320339999999700e+00
2.549999999999999822e+00 -3.859514340000000043e+00
2.649999999999999911e+00 -3.898707340000000077e+00
2.750000000000000000e+00 -3.762954339999999842e+00
2.850000000000000089e+00 -3.817753339999999884e+00
2.950000000000000178e+00 -3.710593339999999962e+00
3.049999999999999822e+00 -3.645604339999999777e+00
3.149999999999999911e+00 -3.642739339999999881e+00
3.250000000000000000e+00 -3.472162340000000125e+00
3.350000000000000089e+00 -3.476953340000000114e+00
3.450000000000000178e+00 -3.337903339999999996e+00
3.549999999999999822e+00 -3.227185340000000124e+00
3.649999999999999911e+00 -3.178695339999999980e+00
3.750000000000000000e+00 -2.976139340000000022e+00
3.850000000000000089e+00 -2.921361339999999807e+00
3.950000000000000178e+00 -2.746711340000000057e+00
4.049999999999999822e+00 -2.578499340000000029e+00
4.150000000000000355e+00 -2.467289339999999775e+00
4.250000000000000000e+00 -2.219351339999999784e+00
4.349999999999999645e+00 -2.082804340000000032e+00
4.450000000000000178e+00 -1.885831339999999967e+00
4.549999999999999822e+00 -1.690078339999999901e+00
4.650000000000000355e+00 -1.555861339999999871e+00
4.750000000000000000e+00 -1.345759339999999860e+00
4.849999999999999645e+00 -1.212959339999999830e+00
4.950000000000000178e+00 -1.074132339999999797e+00
5.049999999999999822e+00 -9.482533400000000556e-01
5.150000000000000355e+00 -8.692343399999999942e-01
5.250000000000000000e+00 -7.627203399999999966e-01
5.349999999999999645e+00 -7.024763400000000324e-01
5.450000000000000178e+00 -6.369883400000000417e-01
5.549999999999999822e+00 -5.815233400000000552e-01
5.650000000000000355e+00 -5.534273400000000454e-01
5.750000000000000000e+00 -5.154283400000000404e-01
5.849999999999999645e+00 -5.072613400000000050e-01
5.950000000000000178e+00 -4.858843400000000257e-01
6.049999999999999822e+00 -4.722123400000000082e-01
6.150000000000000355e+00 -4.726563400000000081e-01
6.250000000000000000e+00 -4.629803399999999902e-01
6.349999999999999645e+00 -4.764073400000000125e-01
6.450000000000000178e+00 -4.678463400000000272e-01
6.549999999999999822e+00 -4.624483400000000133e-01
6.650000000000000355e+00 -4.623443400000000203e-01
6.750000000000000000e+00 -4.404413400000000145e-01
6.849999999999999645e+00 -4.375433400000000028e-01
6.950000000000000178e+00 -4.164613400000000132e-01
7.049999999999999822e+00 -3.958613400000000060e-01
7.150000000000000355e+00 -3.824733399999999950e-01
7.250000000000000000e+00 -3.501343399999999884e-01
7.349999999999999645e+00 -3.335583400000000087e-01
7.450000000000000178e+00 -3.088253400000000037e-01
7.549999999999999822e+00 -2.855753400000000108e-01
7.650000000000000355e+00 -2.712793399999999799e-01
7.750000000000000000e+00 -2.474583399999999989e-01
7.849999999999999645e+00 -2.338083400000000034e-01
7.950000000000000178e+00 -2.109113400000000027e-01
8.050000000000000711e+00 -1.854263400000000228e-01
8.150000000000000355e+00 -1.724853399999999870e-01
8.250000000000000000e+00 -1.640103400000000045e-01
8.349999999999999645e+00 -1.626733399999999996e-01
8.449999999999999289e+00 -1.497593400000000186e-01
8.550000000000000711e+00 -1.318343399999999943e-01
8.650000000000000355e+00 -1.228823400000000066e-01
8.750000000000000000e+00 -1.193003400000000047e-01
8.849999999999999645e+00 -1.220643400000000073e-01
8.949999999999999289e+00 -1.213473399999999980e-01
9.149999999999998579e+00 -6.067366999999999899e-02
9.349999999999997868e+00 -3.033683499999999950e-02
9.549999999999998934e+00 -1.516841749999999975e-02
9.749999999999998224e+00 -7.584208749999999874e-03
9.949999999999999289e+00 -3.792104374999999937e-03
1.014999999999999858e+01 -0.000000000000000000e+00
