 -107.475	  -66.147	    3.935	   66.310	  -54.500	   18.624
 -114.625	  -61.600	   -5.802	   75.414	  -70.240	   -1.611
  -98.298	  -55.725	   17.769	   64.068	  -65.778	    6.477
 -142.168	  -74.425	    4.040	   54.909	  -67.441	    1.417
 -124.600	  -72.523	  -17.768	   50.227	  -57.100	  -11.357
 -155.604	  -64.068	  -17.560	   55.100	  -58.364	  -20.701
 -140.617	  -61.435	    3.720	   49.005	  -82.538	    4.522
 -171.321	  -74.027	   -1.862	   51.268	  -77.627	  -14.770
 -159.473	  -58.516	   -7.833	   51.632	  -70.928	    6.393
  178.378	  -37.398	   18.537	   39.383	  -60.463	   -6.354
 -137.239	  -74.509	   35.800	   40.124	  -82.412	  -13.278
 -144.643	  -75.105	    3.585	   57.063	  -95.179	  -14.706
 -117.895	  -63.415	  -28.862	   53.968	 -100.585	    9.366
 -165.928	  -55.402	  -55.440	   60.211	  -94.562	   11.707
  -86.098	  -45.084	    2.488	   49.520	  -93.978	   23.025
  -89.907	  -58.807	  -28.383	   46.206	 -108.227	   -5.815
 -136.772	  -47.621	   -8.606	   54.787	  -91.046	   15.892
 -126.003	  -91.439	  -39.803	   39.721	  -82.156	   -1.039
 -128.638	  -91.472	   -1.582	   22.893	  -83.109	   -0.984
 -137.084	  -42.421	    8.506	   66.502	  -77.136	  -13.067
 -118.689	  -39.292	  -15.088	   52.771	  -79.016	    6.323
 -127.205	  -47.646	   -1.011	   57.961	  -77.402	   -7.009
 -141.255	  -72.779	  -31.029	   42.309	  -56.399	   15.617
 -153.201	  -58.443	  -35.841	   42.693	  -55.296	   -3.619
 -130.341	  -43.861	  -11.614	   66.162	  -90.157	  -19.250
 -151.940	  -53.337	   -4.738	   35.346	 -102.500	   18.222
  161.965	  -64.764	  -19.166	   36.004	  -78.596	   -2.660
 -121.254	  -81.055	  -23.554	   42.603	  -99.601	    0.766
  -64.319	  -48.790	   46.627	   53.574	  -89.020	   -3.073
 -154.133	  -65.914	  -18.916	   65.817	  -73.766	    5.554
  -76.618	  -28.544	   14.079	   18.991	 -150.955	    6.086
  -86.923	  -35.951	   25.397	   28.228	 -131.807	    0.238
 -109.145	  -90.405	   13.724	   45.270	 -119.491	    2.744
 -121.481	  -69.641	   -5.991	   15.948	 -131.729	    6.198
  -80.991	  -67.390	  -17.597	   30.367	 -146.192	   12.180
  -81.272	  -70.771	  -25.255	   14.850	 -148.058	    2.348
 -117.295	  -70.737	    6.150	   36.670	 -109.647	   12.747
 -161.643	  -81.757	   10.548	   64.616	  -80.118	  -12.188
 -156.405	  -60.462	   26.204	   70.117	  -76.104	   -2.611
  -82.582	  -44.328	   -2.438	   50.468	  -98.546	  -12.314
  -97.801	  -85.895	   11.075	   57.135	  -97.050	    0.016
 -110.226	  -81.164	   -6.120	   52.652	 -101.089	   -0.149
 -115.844	  -78.162	  -11.833	   48.668	  -90.926	    5.313
 -107.024	  -78.027	    9.861	   50.510	  -80.299	   -8.814
  -88.545	  -79.411	  -14.515	   40.433	  -84.383	    1.692
 -122.988	  -61.806	  -14.787	   49.717	 -109.599	   -9.716
  -91.029	  -50.576	  -15.136	   46.476	  -92.538	   -2.414
  -86.478	  -68.515	   17.278	   32.026	 -100.895	    7.353
  -94.364	  -84.305	    2.420	   44.782	  -93.289	   11.414
  -82.123	  -88.470	    9.913	   54.787	  -83.432	    2.780
 -103.711	  -58.115	  -38.400	   51.690	  -77.667	   -4.144
 -102.498	  -74.687	    7.459	   52.266	  -76.592	   13.226
  -76.864	  -59.835	   -1.732	   40.829	  -91.343	   -6.010
  -96.308	  -69.626	   -8.256	   57.147	  -89.272	   -2.313
  -79.538	  -54.484	   -9.128	   44.597	  -92.187	   -0.717
  -88.756	  -73.385	  -22.815	   45.912	  -87.846	  -11.062
 -127.813	  -57.167	  -15.950	   33.181	  -94.094	   -0.666
  -96.792	  -65.986	    9.316	   49.688	  -99.373	    2.315
  -81.777	  -71.519	   -2.043	   40.594	 -107.437	   -5.778
 -111.711	  -55.796	   -3.778	   40.239	  -85.095	   -1.118
 -104.162	  -44.164	  -23.963	   50.618	  -79.958	   -8.403
  -86.361	  -61.811	   14.149	   51.156	  -81.188	   -7.773
  -64.355	  -52.633	   12.875	   64.834	  -75.578	   -6.341
 -104.703	  -67.154	  -21.174	   61.071	  -59.657	   -3.890
  -97.303	  -52.396	   -0.720	   49.893	  -59.216	  -10.434
 -101.921	  -64.667	  -23.320	   68.918	  -78.446	    6.058
  -93.597	  -75.431	  -20.772	   59.808	  -60.038	   18.522
 -113.956	  -72.575	  -25.095	   58.636	  -47.710	    7.162
 -119.720	  -65.577	   -3.650	   55.589	  -52.704	   -3.087
 -130.888	  -51.926	    6.335	   59.759	  -76.516	    8.429
 -128.386	  -58.773	    0.678	   51.526	  -72.289	   -9.982
  -71.597	  -55.675	    0.286	   56.618	  -76.490	  -19.653
 -109.914	  -58.004	   14.953	   48.409	 -100.412	   -0.794
  -91.041	  -57.623	   18.785	   59.535	  -73.283	    4.742
  -75.591	  -41.398	   -0.632	   39.975	  -91.726	   19.689
 -104.110	  -64.155	   34.097	   40.289	  -95.024	   -2.564
  -74.312	  -93.119	    4.820	   54.498	  -86.599	   -5.169
 -133.256	  -42.461	    5.025	   41.809	  -90.397	   23.476
 -145.716	  -75.654	   12.168	   43.337	 -105.790	   10.565
 -115.850	  -54.400	   -1.258	   49.630	 -104.761	   11.005
 -137.230	  -45.413	  -13.605	   47.191	  -70.214	    0.775
  -98.119	  -46.562	  -33.292	   58.813	 -117.570	    6.241
 -114.956	  -82.316	   -3.180	   50.668	 -116.167	    1.018
 -158.911	  -69.600	  -13.479	   58.141	 -110.372	  -10.910
  168.264	  -53.067	    1.342	   32.244	  -72.955	   16.160
 -173.127	  -84.014	  -18.781	   43.911	  -89.695	   -6.507
 -163.811	  -41.015	   12.755	   56.486	  -89.817	    0.093
 -149.553	  -64.372	    1.620	   56.168	  -91.862	    6.577
 -141.032	  -45.492	   12.190	   58.310	 -105.157	   -2.803
 -174.156	  -79.165	  -10.819	   45.748	 -107.166	  -14.973
 -154.872	  -70.142	    0.173	   45.449	  -74.943	    6.687
 -160.801	  -66.247	  -10.066	   52.399	  -66.315	    8.306
  -65.936	  -64.689	   -9.664	   59.535	  -68.391	  -16.733
  -82.660	  -38.865	  -34.490	   58.000	  -70.753	   -6.691
 -103.272	  -62.706	   -8.957	   48.548	  -70.212	    2.093
  -92.849	  -66.089	  -24.407	   59.180	  -76.416	   -3.552
 -111.226	  -67.188	  -14.632	   56.194	  -85.140	   -4.228
 -128.077	  -57.358	  -24.371	   52.084	  -47.763	    3.782
 -116.599	  -44.042	  -43.138	   49.410	  -58.775	    0.374
  -85.525	  -53.144	   -6.108	   54.686	  -67.137	   -4.073
  -76.427	  -65.396	  -19.242	   56.564	  -90.178	   -0.216
  -94.413	  -45.013	  100.689	   45.321	  -63.125	    1.476
  -91.191	  -64.145	  -13.916	   70.671	  -78.548	    9.337
 -158.824	  -50.605	  -28.964	   63.706	  -82.698	   19.392
  106.278	  -61.401	  -29.768	   38.509	  -89.453	    8.696
   35.659	  -50.287	    1.404	   49.126	  -74.371	    9.346
   40.493	  -65.042	  -11.243	   47.392	  -79.490	  -13.171
